verse_index,verse_id,english,chapter_number,verse_number,turkish,french,german,bahasa,persian,tamil,swedish,russian,bengali,spanish,urdu
854,6:60,Death and Resurrection: Every Day*,6,60,Ölüm ve Yeniden Diriliş: Her Gün,Mort et résurrection : Chaque jour*,Tod und Auferstehung: Jeden Tag*,Kematian dan Kebangkitan: Setiap Hari*,مرگ و رستاخیز: هر روز*,மரணமும் உயிர்த்தெழுப்பப்படுதலும்:ஒவ்வொரு நாளும்*,Död och uppståndelse: Varje dag*,Смерть и воскресение: Каждый день*,মৃত্যু ও পুনরুত্থান: প্রতিদিন*,Muerte y Resurrección: Todos los días,موت اور قیامت: ہر روز*
862,6:68,Respect for the Word of God,6,68,Tanrı'nın Kelamına Saygı,Respect de la parole de Dieu,Ehrfurcht vor dem Wort Gottes,Penghormatan terhadap Firman Tuhan,احترام به کلام خدا,கடவுளின் வார்த்தைக்கு உரிய மரியாதை,Respekt för Guds ord,Уважение к Слову Божьему,ঈশ্বরের বাক্যের প্রতি শ্রদ্ধা,Respeto de la Palabra de Dios,خدا کے کلام کا احترام
868,6:74,Abraham Debates With Idol Worshipers,6,74,İbrahim Puta Tapanlarla Tartışıyor,Abraham débat avec les adorateurs de l'idole,Abraham debattiert mit Götzenanbetern,Abraham Berdebat Dengan Penyembah Berhala,ابراهیم با بت‌پرستان مناظره می‌کند,விக்கிரக ஆராதனை செய்பவர்களுடன் ஆப்ரஹாம் வாதம் புரிகின்றார்,Abraham debatterar med idoldyrkare,Авраам спорит с поклоняющимися идолам,আব্রাহাম মূর্তিপূজকদের সঙ্গে বিতর্ক করেন,Abraham debate con los adoradores de ídolos,ابراہیم کا بت پرستوں سے مباحثہ
876,6:82,Perfect Security for Believers,6,82,İmanlılar için Mükemmel Güvenlik,Une sécurité parfaite pour les croyants,Vollkommene Sicherheit für Gläubige,Keselamatan Sempurna untuk Orang Percaya,امنیت کامل برای مؤمنان,நம்பிக்கையாளர்களுக்கு பரிபூரண பாதுகாப்பு,Perfekt säkerhet för troende,Совершенная безопасность для верующих,বিশ্বাসীদের জন্য নিখুঁত নিরাপত্তা,Seguridad perfecta para los creyentes,مومنوں کے لیے کامل حفاظت
803,6:9,Requirements of the Test,6,9,Testin Gereklilikleri,Exigences du test,Anforderungen des Tests,Keperluan Ujian,شرایط آزمون,சோதனையின் அத்தியாவசியங்கள்,Krav för testet,Требования к тесту,পরীক্ষার প্রয়োজনীয়তা,Requisitos de la prueba,ٹیسٹ کی ضروریات
885,6:91,God's Messages to the World,6,91,Tanrı'nın Dünya'ya Mesajı,Les messages de Dieu au monde,Gottes Botschaften an die Welt,Pesan-pesan Tuhan kepada Dunia,پیام‌های خدا به جهان,உலகத்தாருக்கான கடவுளின் தூதுச் செய்திகள்,Guds budskap till världen,Послания Бога миру,বিশ্বের জন্য ঈশ্বরের বার্তা,Mensajes de Dios al mundo,دنیا کے لیے خدا کے پیغامات
887,6:93,False Messengers Condemned,6,93,Sahte Elçiler Kınandı,Condamnation des faux messagers,Falsche Boten verurteilt,Utusan Palsu Disabitkan,پیامبران دروغین محکوم شدند,போலித் தூதர்கள் கண்டனம் செய்யப்படுகின்றனர்,Falska budbärare fördömda,Ложные посланники осуждены,মিথ্যা দূতদের নিন্দা,Condenados los falsos mensajeros,جھوٹے پیغامبر مذمت کیے گئے
889,6:95,Greatness of God,6,95,Tanrı'nın Büyüklüğü,La grandeur de Dieu,Die Größe Gottes,Kebesaran Tuhan,عظمت خدا,கடவுளின் மகத்துவம்,Guds storhet,Величие Бога,ঈশ্বরের মহিমা,Grandeza de Dios,عظمتِ خدا
5216,60:10,In Case of War,60,10,Savaş Durumunda,En cas de guerre,Im Falle eines Krieges,Sekiranya berlaku perang,در صورت جنگ,போர் ஏற்பட்டால்,I händelse av krig,В случае войны,যুদ্ধের ক্ষেত্রে,En caso de guerra,جنگ کی صورت میں
5210,60:4,Abraham: An Example,60,4,İbrahim: Bir Örnek,Abraham : Un exemple,Abraham: Ein Beispiel,Abraham: Satu Contoh,ابراهیم: یک الگو,ஆப்ரஹாம்: ஒரு முன்னுதாரணம்,Abraham - ett exempel Ett exempel,Авраам: Пример,আব্রাহাম: একটি উদাহরণ,Abraham: Un ejemplo,ابراہیم: ایک مثال
5214,60:8,Basic Law Regulating Relations With Unbelievers,60,8,İmansızlar İle İlişkileri Düzenleyen Temel Yasa,Loi fondamentale régissant les relations avec les non-croyants,Grundgesetz zur Regelung der Beziehungen zu Ungläubigen,Undang-Undang Asas yang Mengatur Hubungan dengan Orang yang Tidak Beriman,قانون اساسی تنظیم روابط با کافران,நம்பிக்கையற்றவர்களுடனான உறவுகளை வரைமுறைப்படுத்துகின்ற அடிப்படைச் சட்டம்,Grundlag som reglerar relationer med icke-troende,"Основной закон, регулирующий отношения с неверующими",অবিশ্বাসীদের সাথে সম্পর্ক নিয়ন্ত্রণকারী মৌলিক আইন,Ley fundamental que regula las relaciones con los infieles,کافروں کے ساتھ تعلقات کو منظم کرنے والا بنیادی قانون
5230,61:10,The Best Deal,61,10,En İyi Anlaşma,La meilleure affaire,Der beste Deal,Tawaran Terbaik,بهترین معامله,மிகச்சிறந்த பேரம்,Det bästa erbjudandet,Лучшая сделка,সেরা চুক্তি,La mejor oferta,بہترین سودا
5226,61:6,Messenger After Jesus,61,6,İsa'dan Sonra Elçi,Messager après Jésus,Bote nach Jesus,Mesej Selepas Yesus,پیام‌آور پس از عیسی,ஜீஸஸுக்குப் பின்னர் தூதர்,Budbärare efter Jesus,Посланник после Иисуса,যিশুর পর বার্তাবাহক,Mensajero después de Jesús,حضرت عیسیٰ کے بعد کا پیغامبر
5229,61:9,The Great Prophecy,61,9,Büyük Kehânet,La grande prophétie,Die große Prophezeiung,Ramalan Agung,پیشگویی بزرگ,மாபெரும் முன்னறிவிப்பு,Den stora profetian,Великое пророчество,মহান ভবিষ্যদ্বাণী,La gran profecía,عظیم پیشگوئی
5244,62:9,Important Commandments to All Believers,62,9,Tüm İmanlılara Önemli Buyruklar,Des commandements importants pour tous les croyants,Wichtige Gebote für alle Gläubigen,Perintah Penting Bagi Semua Orang Percaya,دستورالعمل‌های مهم برای همه مؤمنان,நம்பிக்கையாளர்கள் அனைவருக்குமான முக்கியக் கட்டளைகள்,Viktiga budord för alla troende,Важные заповеди для всех верующих,সকল বিশ্বাসীর জন্য গুরুত্বপূর্ণ আদেশসমূহ,Mandamientos importantes para todos los creyentes,تمام ایمان والوں کے لیے اہم احکام
5251,63:4,A Chip On Their Shoulders,63,4,Öfkeleri Burunlarında,Un poids sur les épaules,Ein Chip auf ihren Schultern,Satu kepingan di bahu mereka,کینه‌توز,அவர்களுடைய தோள்பட்டைகளில் ஓர் அடையாளம்,En flisa på deras axlar,Чип на плечах,তাদের কাঁধে একটা চিপ,Una astilla sobre sus hombros,ان کے کندھوں پر ایک چپ
5253,63:6,The Myth of Intercession Shattered*,63,6,Şefaat Efsanesi Paramparça Oldu,Le mythe de l'intercession brisé*,Der Mythos der Fürbitte zerschlagen*,Mitos Perantaraan Hancur*,افسانه شفاعت در هم شکست*,பரிந்துரை எனும் கட்டுக்கதை உடைத்தெறியப் படுகின்றது*,Myten om förbön krossad*,Миф о заступничестве разрушен*,শাফাআতের মিথ ভেঙে গেছে*,El mito de la intercesión hecho añicos*.,شفاعت کا اساطیری تصور درہم برہم*
5270,64:11,Divine Law,64,11,İlahi Yasa,Droit divin,Göttliches Gesetz,Undang-undang Ilahi,قانون الهی,தெய்வீகச் சட்டம்,Gudomlig lag,Божественный закон,দৈব আইন,Ley Divina,الہی قانون
5290,65:12,Seven Universes And Seven Earths*,65,12,Yedi Evren ve Yedi Dünya,Sept univers et sept terres*,Sieben Universen und sieben Erden*,Tujuh Alam Semesta Dan Tujuh Bumi*,هفت جهان و هفت زمین*,ஏழு பிரபஞ்சங்களும் ஏழு பூமிகளும்*,Sju universum och sju jordklot*,Семь вселенных и семь земель*,সাতটি মহাবিশ্ব এবং সাতটি পৃথিবী*,Siete Universos y Siete Tierras,سات کائناتیں اور سات زمینیں*
5301,66:10,The Myth of Intercession Shattered,66,10,Şefaat Efsanesi Paramparça Oldu,Le mythe de l'intercession brisé,Der Mythos der Fürbitte zerschlagen,Mitos Perantaraan Hancur,افسانه‌ی شفاعت در هم شکست,பரிந்துரையெனும் கட்டுக்கதை தகர்த்தெறியப்படுகின்றது,Myten om förbön krossad,Миф о заступничестве разрушен,শাফাআতের মিথ্যা ধারণা চূর্ণ-বিচূর্ণ,El mito de la intercesión hecho añicos,شفاعت کا اساطیری تصور درہم و برہم
5302,66:11,Examples of the Believers Pharaoh's Wife,66,11,İmanlıların Örnekleri: Firavun'un Karısı,Exemples de croyants Femme de Pharaon,Beispiele für Gläubige Die Frau des Pharao,Contoh-contoh orang-orang yang beriman: Isteri Firaun,نمونه‌هایی از فرعون همسر مؤمنان,நம்பிக்கையாளர்களுக்கு உதாரணங்கள்:ஃபேரோவின் மனைவி,Exempel på de troende Faraos hustru,Примеры верующих Жена фараона,বিশ্বাসীদের উদাহরণ: ফেরাউনের স্ত্রী,Ejemplos de creyentes La mujer del faraón,مومنوں کی مثالیں: فرعون کی بیوی
5303,66:12,Mary,66,12,Meryem,Marie,Maria,Mary,مری,மேரி,Mary,Мэри,মেরি,Mary,مریم
5299,66:8,The Believers Repent,66,8,İmanlılar Tövbe Ederler,Les croyants se repentent,Die Gläubigen bereuen,Orang-orang yang beriman bertaubat,مؤمنان توبه می‌کنند,நம்பிக்கையாளர்கள் பாவத்திற்காக வருந்துகின்றனர்,De troende ångrar sig,Верующие каются,বিশ্বাসীরা তওবা করে,Los creyentes se arrepienten,مومن توبہ کرتے ہیں
