index,verse_index,verse_id,word_index,root_word,arabic,english,transliterated,meanings,chapter_number,verse_number
75806,5851,80:17,2,ا ن س,ٱلْإِنسَـٰنُ,"[the] man / human being,",l-insānu,to see feelings of warmth; of affection and love; be sociable; be friendly; be familiar with; delight by good manners; perceive a thing from a far,80,17
75807,5851,80:17,3,م ا,مَآ,how,mā,that; which; that which; whatsoever; as much as; any kind; when; how,80,17
75808,5851,80:17,4,ك ف ر,أَكْفَرَهُۥ,more unappreciative is he!,akfarahu,"to cover; deny; hide; renounce; reject; disbelieve; be ungrateful; negligent; expiate; darken; to forgive; redeem; disbeliever; cultivator; tiller; husband; one who covers the sown seed with earth; one who hides the favor conferred on them; dark cloud; night; coat of mail; impious; rejector of truth; ",80,17
75809,5852,80:18,1,م ن,مِنْ,From,min,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,80,18
75810,5852,80:18,2,ا ي ي,أَىِّ,what,ayyi,who; which; what; whosoever; whatsoever; whichever,80,18
75811,5852,80:18,3,ش ي ا,شَىْءٍ,thing,shayin,to will; wish; thing; matter; affair in any way; at all; what is willed our wished; aught; any extent; a little; a bit; at all; in any way,80,18
75812,5852,80:18,4,خ ل ق,خَلَقَهُۥ,He created him?,khalaqahu,"to measure; proportion; determine; fashion; create; form a thing; behave kindly; to measure for making something; to make proportional, balanced or smooth; ",80,18
75813,5853,80:19,1,م ن,مِن,From,min,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,80,19
75814,5853,80:19,2,ن ط ف,نُّطْفَةٍ,a tiny drop,nuṭ'fatin,drop; drop of semen; drop of fluid,80,19
75815,5853,80:19,3,خ ل ق,خَلَقَهُۥ,"He created him,",khalaqahu,"to measure; proportion; determine; fashion; create; form a thing; behave kindly; to measure for making something; to make proportional, balanced or smooth; ",80,19
75816,5853,80:19,4,ق د ر,فَقَدَّرَهُۥ,then He proportioned / designed him.,faqaddarahu,to able to do; have power over; prevail; measure to an exact; estimate exactly; be sparing; determine; decree; grown; arrange; prepare; allot; devise; dispose; appreciate; honor; assign; know; understand; straighten (the provision or other means); restrict; Knowledge; Law; Value; Power; Measure; Majesty; Ability; Glory; Honor; Standard; Limit; Destiny; Judgment; made absolute; executed; due measurement; definite; cooking pots; to make possible; prepare; lay plan; facilitate,80,19
75817,5854,80:20,1,ث م م,ثُمَّ,Then,thumma,"thumma: then; afterwards; yet; moreover; thereafter; thereupon, and; thamma means here or there when in reference to a place, but when used to link a parallel statement it serves as a simple conjunction e.g. and or then (2:115, 26:64, 76:20, 82:21)",80,20
75818,5854,80:20,2,س ب ل,ٱلسَّبِيلَ,"the path,",l-sabīla,way; path; reason; cause; road; necessity; responsibility; method; means of access,80,20
75819,5854,80:20,3,ي س ر,يَسَّرَهُۥ,He made easy for him.,yassarahu,to become gentle; easy; multiply; prosper; facilitate; play at dice; light; small; gambling,80,20
75820,5855,80:21,1,ث م م,ثُمَّ,Then,thumma,"thumma: then; afterwards; yet; moreover; thereafter; thereupon, and; thamma means here or there when in reference to a place, but when used to link a parallel statement it serves as a simple conjunction e.g. and or then (2:115, 26:64, 76:20, 82:21)",80,21
75821,5855,80:21,2,م و ت,أَمَاتَهُۥ,He caused him to die,amātahu,to die; death; die away (fire); be burn out; become still (wind); to soften meat by cooking; cool; anger; obsolete; to exert one's self to the utmost; madness; sleep; unconscious; lifeless,80,21
75822,5855,80:21,3,ق ب ر,فَأَقْبَرَهُۥ,and He provided a grave for him.,fa-aqbarahu,"to bury (the dead). aqbara - to cause to be buried, have a grave day, have anyone buried. Grave, tomb, intermediate state in which the soul lives after death till the resurrection. maqabir - cemetery, place of burying",80,21
75823,5856,80:22,1,ث م م,ثُمَّ,Then,thumma,"thumma: then; afterwards; yet; moreover; thereafter; thereupon, and; thamma means here or there when in reference to a place, but when used to link a parallel statement it serves as a simple conjunction e.g. and or then (2:115, 26:64, 76:20, 82:21)",80,22
75824,5856,80:22,2,ا ذ ا,إِذَا,when,idhā,when (future particle); if; behold; then; at a time; as; while; since; on or all of a sudden; in that case; for that reason; thus,80,22
75825,5856,80:22,3,ش ي ا,شَآءَ,"He willed,",shāa,to will; wish; thing; matter; affair in any way; at all; what is willed our wished; aught; any extent; a little; a bit; at all; in any way,80,22
75826,5856,80:22,4,ن ش ر,أَنشَرَهُۥ,He (will) resurrect him.,ansharahu,to spread out; bring back to life; be extended; lay open; unfold; expand; display; spread abroad; disperse,80,22
75827,5857,80:23,1,ك ل ل,كَلَّا,Nay!,kallā,"all; whole; totality; universality; every; each; everyone; each one; entirely; totally; whenever; every time; often as; so often as; as often as; how often; whatever; whatsoever; both; each of the two; ",80,23
75828,5857,80:23,2,ل م م ا,لَمَّا,yet,lammā,,80,23
75829,5857,80:23,3,ق ض ي,يَقْضِ,he (shall) complete,yaqḍi,to decree; create; accomplish; bring to an end; complete; fulfill; determine; pass a sentence; decide; satisfy; execute; settle; judge; discharge; to make an end of him; make known; reveal; decided / قَضَى = issued a decree; completed; satisfied; this brought about his death; decided / قُضِيَ = it is decided / settled,80,23
75830,5857,80:23,4,م ا,مَآ,what,mā,that; which; that which; whatsoever; as much as; any kind; when; how,80,23
75831,5857,80:23,5,ا م ر,أَمَرَهُۥ,He commanded him.,amarahu,to command; order; enjoin; take counsel; matter; affair; news; authority; grievous,80,23
75832,5858,80:24,1,ن ظ ر,فَلْيَنظُرِ,Then let [him] look / consider,falyanẓuri,to see; look; glance; gaze; observe; behold; consider; regard; listen; be patient towards; wait; contemplate; grant respite; put off; scrutinize; show kindness; examine; search; reflect; mediate; consider,80,24
75833,5858,80:24,2,ا ن س,ٱلْإِنسَـٰنُ,the man / human being,l-insānu,to see feelings of warmth; of affection and love; be sociable; be friendly; be familiar with; delight by good manners; perceive a thing from a far,80,24
75834,5858,80:24,3,ا ل ي,إِلَىٰ,at,ilā,,80,24
75835,5858,80:24,4,ط ع م,طَعَامِهِۦٓ,his food.,ṭaʿāmihi,to eat; taste; food; to feed; to ask for food,80,24
75836,5859,80:25,1,ا ن ن,أَنَّا,That we,annā,,80,25
75837,5859,80:25,2,ص ب ب,صَبَبْنَا,[we] poured,ṣababnā,to pour out; the act of pouring heavily; in abundance,80,25
75838,5859,80:25,3,م و ه,ٱلْمَآءَ,the water,l-māa,water; sap of plants; juice; to hold much water; draw water,80,25
75839,5859,80:25,4,ص ب ب,صَبًّا,in abundance.,ṣabban,to pour out; the act of pouring heavily; in abundance,80,25
75840,5860,80:26,1,ث م م,ثُمَّ,Then,thumma,"thumma: then; afterwards; yet; moreover; thereafter; thereupon, and; thamma means here or there when in reference to a place, but when used to link a parallel statement it serves as a simple conjunction e.g. and or then (2:115, 26:64, 76:20, 82:21)",80,26
75841,5860,80:26,2,ش ق ق,شَقَقْنَا,[we] split,shaqaqnā,to split; schism; cleave; spread (in the sky); lightning; place under difficulty; impose hardship; difficulty; asunder; trouble; travail; stress; oppose,80,26
75842,5860,80:26,3,ا ر ض,ٱلْأَرْضَ,the earth,l-arḍa,to rotate; bring forth herbs; that which rotates; earth; land; city; country; ground,80,26
75843,5860,80:26,4,ش ق ق,شَقًّا,splitting / a sunder / open.,shaqqan,to split; schism; cleave; spread (in the sky); lightning; place under difficulty; impose hardship; difficulty; asunder; trouble; travail; stress; oppose,80,26
75844,5861,80:27,1,ن ب ت,فَأَنۢبَتْنَا,Then we caused to grow,fa-anbatnā,to produce (tree); germinate; grow; sprout (plant); grow up (child); offspring of human or cattle,80,27
75845,5861,80:27,2,ف ي,فِيهَا,therein,fīhā,(preposition) in; into; amongst; in company with; during; with; of; for; for the sake of; upon; concerning; after; in comparison; about; among; on account of; respecting; by the side of; on; by; against; according to; in respect of,80,27
75846,5861,80:27,3,ح ب ب,حَبًّا,grain.,ḥabban,to love; like; wish; grain; corn; seed,80,27
75847,5862,80:28,1,ع ن ب,وَعِنَبًا,And grapes,waʿinaban,"to produce grapes, grape",80,28
75848,5862,80:28,2,ق ض ب,وَقَضْبًا,and green fodder / pasture.,waqaḍban,"to cut off, strike with a rod, qadban - vegetable, edible plants",80,28
75849,5863,80:29,1,ز ي ت,وَزَيْتُونًا,And olives,wazaytūnan,oil; olive; anoint; olive tree; olive oil,80,29
75850,5863,80:29,2,ن خ ل,وَنَخْلًا,and date-palms.,wanakhlan,"date-palm; palm; palm tree; to sift; send down; snow; drizzle; cloud; select; pick out the best of; ",80,29
75851,5864,80:30,1,ح د ق,وَحَدَآئِقَ,And gardens / orchards (of),waḥadāiqa,"To look at a thing, look hardly or intently and roll one's eyes at a person or thing; to surround, encompass, encircle a person or thing",80,30
75852,5864,80:30,2,غ ل ب,غُلْبًا,thick foliage / dense.,ghul'ban,to overcome; conquer; victorious; prevail; dominate; get the upper hand over anyone; predominate; gain mastery; all powerful; one who overcomes; defeat; luxuriant; dense; triumph,80,30
75853,5865,80:31,1,ف ك ه,وَفَـٰكِهَةً,And fruits,wafākihatan,to be merry; lively; jolly; wonder; exclaim; chatting; jesting; make game of others; fruit; careless chatting; jester; to wonder; exclaim; lament; talk bitterly,80,31
75854,5865,80:31,2,ا ب ب,وَأَبًّا,and grass / herbage / vegetables.,wa-abban,grass; herbage; vegetables,80,31
75855,5866,80:32,1,م ت ع,مَّتَـٰعًا,(As) a provision,matāʿan,"to carry a thing away; be advance; rise (mirage); be strong (rope); give a dowry (to a divorced woman); let anyone enjoy a thing long; make life comfortable; make a provision with a long life; comfort; ease; enjoyment; provision; household stuff; utensils; goods; all kinds of things necessary for the life of humans and cattle; ",80,32
75856,5866,80:32,2,ل,لَّكُمْ,for you [all],lakum,"a preposition denoting possession or attribution; to; for; unto; on account of; in order to; belonging to; ",80,32
75857,5866,80:32,3,ن ع م,وَلِأَنْعَـٰمِكُمْ,and for your livestock.,wali-anʿāmikum,to lead an easy life; enjoy comforts and conveniences of life; be joyful; favor; gift; delights; ease; comforts; riches; grace; blessed; blessings; kindness; beneficence; bliss; cattle; camel; cow; yes,80,32
75858,5867,80:33,1,ا ذ ا,فَإِذَا,But when [in the future],fa-idhā,when (future particle); if; behold; then; at a time; as; while; since; on or all of a sudden; in that case; for that reason; thus,80,33
75859,5867,80:33,2,ج ي ا,جَآءَتِ,[it] came,jāati,to come; bring; arrive; fall (rain); do a thing,80,33
75860,5867,80:33,3,ص خ خ,ٱلصَّآخَّةُ,the deafening blast / blow.,l-ṣākhatu,"to strike sound on the ear, strike (iron) upon (stones), deafen (the ears, noise), accuse (of great crime). sakhkhah - deafening cry, shout, noise",80,33
75861,5868,80:34,1,ي و م,يَوْمَ,(The) Day,yawma,to be one; exist for a day; spend; last a day; day; time; aeon; day and night; moment,80,34
75862,5868,80:34,2,ف ر ر,يَفِرُّ,[he] will flee,yafirru,to flee; run away; run off; escape; fleeing; flight; act of fleeing away; running away; refuge,80,34
75863,5868,80:34,3,م ر ا,ٱلْمَرْءُ,the man / one,l-maru,to be wholesome; easy of digestion; good cheer and pleasure; beneficial to anyone; human being; man; woman; wife,80,34
75864,5868,80:34,4,م ن,مِنْ,from,min,مَن = he; she; they; who; whosoever / مِن = (preposition used as a starting point or part of a whole or origin) from; of some; amongst; on; upon; from; of; relation; likeness; between; comparison; any; nor; will never be; cannot be,80,34
75865,5868,80:34,5,ا خ و,أَخِيهِ,his brother.,akhīhi,"brother; friend; companion; match; fellow; kinsman; intimately acquainted; male person having the same parents as another or a male having only one parent in common; person of the same descent, land, creed or faith with another; sister",80,34
75866,5869,80:35,1,ا م م,وَأُمِّهِۦ,And his mother,wa-ummihi,mother; source; principle; origin; prototype; mother of towns; metropolis; Mecca; one who has no revealed scripture of their own; gentile,80,35
75867,5869,80:35,2,ا ب و,وَأَبِيهِ,and his father.,wa-abīhi,father; uncle; ancestor; master; husband; teacher; owner; sire; patron; inventor; parents,80,35
75868,5870,80:36,1,ص ح ب,وَصَـٰحِبَتِهِۦ,And his wife / spouse,waṣāḥibatihi,to company; associate; be the friend or companion to; helper; guardian; defender; spouse; wife; to preserve; hinder; keep from; defend; peace; mercy; compassion and solace available; comrade,80,36
75869,5870,80:36,2,ب ن و,وَبَنِيهِ,and his children.,wabanīhi,son; daughter; children,80,36
